y_grad,unit,sex,age,geo,year,value
1990 and after,Number,Females,Less than 35 years,Belgium,2006,0
1990 and after,Number,Females,Less than 35 years,Bulgaria,2009,0
1990 and after,Number,Females,Less than 35 years,Bulgaria,2006,525
1990 and after,Number,Females,Less than 35 years,Switzerland,2009,11204
1990 and after,Number,Females,Less than 35 years,Switzerland,2006,7897
1990 and after,Number,Females,Less than 35 years,Cyprus,2009,0
1990 and after,Number,Females,Less than 35 years,Cyprus,2006,96
1990 and after,Number,Females,Less than 35 years,Germany (until 1990 former territory of the FRG),2009,37370
1990 and after,Number,Females,Less than 35 years,Germany (until 1990 former territory of the FRG),2006,28500
1990 and after,Number,Females,Less than 35 years,Denmark,2009,558
1990 and after,Number,Females,Less than 35 years,Denmark,2006,749
1990 and after,Number,Females,Less than 35 years,Estonia,2009,0
1990 and after,Number,Females,Less than 35 years,Estonia,2006,116
1990 and after,Number,Females,Less than 35 years,Spain,2009,4500
1990 and after,Number,Females,Less than 35 years,Spain,2006,9634
1990 and after,Number,Females,Less than 35 years,Finland,2009,1116
1990 and after,Number,Females,Less than 35 years,Finland,2006,937
1990 and after,Number,Females,Less than 35 years,Italy,2009,0
1990 and after,Number,Females,Less than 35 years,Italy,2006,7498
1990 and after,Number,Females,Less than 35 years,Lithuania,2009,525
1990 and after,Number,Females,Less than 35 years,Lithuania,2006,569
1990 and after,Number,Females,Less than 35 years,Latvia,2009,142
1990 and after,Number,Females,Less than 35 years,Latvia,2006,117
1990 and after,Number,Females,Less than 35 years,Malta,2009,7
1990 and after,Number,Females,Less than 35 years,Malta,2006,0
1990 and after,Number,Females,Less than 35 years,Netherlands,2009,4100
1990 and after,Number,Females,Less than 35 years,Netherlands,2006,6000
1990 and after,Number,Females,Less than 35 years,Portugal,2009,0
1990 and after,Number,Females,Less than 35 years,Portugal,2006,513
1990 and after,Number,Females,Less than 35 years,Slovenia,2009,443
1990 and after,Number,Females,Less than 35 years,Slovenia,2006,0
1990 and after,Number,Females,Less than 35 years,United States,2009,31500
1990 and after,Number,Females,Less than 35 years,United States,2006,27500
1990 and after,Number,Males,Total,Austria,2009,0
1990 and after,Number,Males,Total,Austria,2006,16966
1990 and after,Number,Males,Total,Belgium,2009,3094
1990 and after,Number,Males,Total,Belgium,2006,0
1990 and after,Number,Males,Total,Bulgaria,2009,0
1990 and after,Number,Males,Total,Bulgaria,2006,4494
1990 and after,Number,Males,Total,Switzerland,2009,59340
1990 and after,Number,Males,Total,Switzerland,2006,40422
1990 and after,Number,Males,Total,Cyprus,2009,0
1990 and after,Number,Males,Total,Cyprus,2006,952
1990 and after,Number,Males,Total,Germany (until 1990 former territory of the FRG),2009,232060
1990 and after,Number,Males,Total,Germany (until 1990 former territory of the FRG),2006,182570
1990 and after,Number,Males,Total,Denmark,2009,7723
1990 and after,Number,Males,Total,Denmark,2006,8985
1990 and after,Number,Males,Total,Estonia,2009,0
1990 and after,Number,Males,Total,Estonia,2006,1009
1990 and after,Number,Males,Total,Spain,2009,46032
1990 and after,Number,Males,Total,Spain,2006,45006
1990 and after,Number,Males,Total,Finland,2009,9749
1990 and after,Number,Males,Total,Finland,2006,12374
1990 and after,Number,Males,Total,Italy,2009,0
1990 and after,Number,Males,Total,Italy,2006,17409
1990 and after,Number,Males,Total,Lithuania,2009,3426
1990 and after,Number,Males,Total,Lithuania,2006,2726
1990 and after,Number,Males,Total,Latvia,2009,931
1990 and after,Number,Males,Total,Latvia,2006,805
1990 and after,Number,Males,Total,Malta,2009,299
1990 and after,Number,Males,Total,Malta,2006,0
1990 and after,Number,Males,Total,Netherlands,2009,29600
1990 and after,Number,Males,Total,Netherlands,2006,28000
1990 and after,Number,Males,Total,Portugal,2009,0
1990 and after,Number,Males,Total,Portugal,2006,6265
1990 and after,Number,Males,Total,Slovenia,2009,3284
1990 and after,Number,Males,Total,Slovenia,2006,0
1990 and after,Number,Males,Total,United States,2009,240100
1990 and after,Number,Males,Total,United States,2006,210600
1990 and after,Number,Males,Unknown,Belgium,2009,16
1990 and after,Number,Males,Unknown,Belgium,2006,0
1990 and after,Number,Males,Unknown,Germany (until 1990 former territory of the FRG),2009,0
1990 and after,Number,Males,Unknown,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Number,Males,Unknown,Estonia,2009,0
1990 and after,Number,Males,Unknown,Estonia,2006,0
1990 and after,Number,Males,From 35 to 44 years,Austria,2009,0
1990 and after,Number,Males,From 35 to 44 years,Austria,2006,10065
1990 and after,Number,Males,From 35 to 44 years,Belgium,2009,1361
1990 and after,Number,Males,From 35 to 44 years,Belgium,2006,0
1990 and after,Number,Males,From 35 to 44 years,Bulgaria,2009,0
1990 and after,Number,Males,From 35 to 44 years,Bulgaria,2006,1083
1990 and after,Number,Males,From 35 to 44 years,Switzerland,2009,25185
1990 and after,Number,Males,From 35 to 44 years,Switzerland,2006,23284
1990 and after,Number,Males,From 35 to 44 years,Cyprus,2009,0
1990 and after,Number,Males,From 35 to 44 years,Cyprus,2006,460
1990 and after,Number,Males,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2009,117660
1990 and after,Number,Males,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2006,109970
1990 and after,Number,Males,From 35 to 44 years,Denmark,2009,3874
1990 and after,Number,Males,From 35 to 44 years,Denmark,2006,4306
1990 and after,Number,Males,From 35 to 44 years,Estonia,2009,0
1990 and after,Number,Males,From 35 to 44 years,Estonia,2006,417
1990 and after,Number,Males,From 35 to 44 years,Spain,2009,22056
1990 and after,Number,Males,From 35 to 44 years,Spain,2006,22677
1990 and after,Number,Males,From 35 to 44 years,Finland,2009,3620
1990 and after,Number,Males,From 35 to 44 years,Finland,2006,3490
1990 and after,Number,Males,From 35 to 44 years,Italy,2009,0
1990 and after,Number,Males,From 35 to 44 years,Italy,2006,10698
1990 and after,Number,Males,From 35 to 44 years,Lithuania,2009,1132
1990 and after,Number,Males,From 35 to 44 years,Lithuania,2006,947
1990 and after,Number,Males,From 35 to 44 years,Latvia,2009,207
1990 and after,Number,Males,From 35 to 44 years,Latvia,2006,241
1990 and after,Number,Males,From 35 to 44 years,Malta,2009,103
1990 and after,Number,Males,From 35 to 44 years,Malta,2006,0
1990 and after,Number,Males,From 35 to 44 years,Netherlands,2009,11900
1990 and after,Number,Males,From 35 to 44 years,Netherlands,2006,13000
1990 and after,Number,Males,From 35 to 44 years,Portugal,2009,0
1990 and after,Number,Males,From 35 to 44 years,Portugal,2006,2720
1990 and after,Number,Males,From 35 to 44 years,Slovenia,2009,1130
1990 and after,Number,Males,From 35 to 44 years,Slovenia,2006,0
1990 and after,Number,Males,From 35 to 44 years,United States,2009,114800
1990 and after,Number,Males,From 35 to 44 years,United States,2006,112200
1990 and after,Number,Males,From 45 to 54 years,Austria,2009,0
1990 and after,Number,Males,From 45 to 54 years,Austria,2006,2190
1990 and after,Number,Males,From 45 to 54 years,Belgium,2009,723
1990 and after,Number,Males,From 45 to 54 years,Belgium,2006,0
1990 and after,Number,Males,From 45 to 54 years,Bulgaria,2009,0
1990 and after,Number,Males,From 45 to 54 years,Bulgaria,2006,1947
1990 and after,Number,Males,From 45 to 54 years,Switzerland,2009,15744
1990 and after,Number,Males,From 45 to 54 years,Switzerland,2006,5480
1990 and after,Number,Males,From 45 to 54 years,Cyprus,2009,0
1990 and after,Number,Males,From 45 to 54 years,Cyprus,2006,228
1990 and after,Number,Males,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2009,61290
1990 and after,Number,Males,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2006,28540
1990 and after,Number,Males,From 45 to 54 years,Denmark,2009,2307
1990 and after,Number,Males,From 45 to 54 years,Denmark,2006,2519
1990 and after,Number,Males,From 45 to 54 years,Estonia,2009,0
1990 and after,Number,Males,From 45 to 54 years,Estonia,2006,283
1990 and after,Number,Males,From 45 to 54 years,Spain,2009,14452
1990 and after,Number,Males,From 45 to 54 years,Spain,2006,9667
1990 and after,Number,Males,From 45 to 54 years,Finland,2009,3146
1990 and after,Number,Males,From 45 to 54 years,Finland,2006,3491
1990 and after,Number,Males,From 45 to 54 years,Italy,2009,0
1990 and after,Number,Males,From 45 to 54 years,Italy,2006,1283
1990 and after,Number,Males,From 45 to 54 years,Lithuania,2009,981
1990 and after,Number,Males,From 45 to 54 years,Lithuania,2006,825
1990 and after,Number,Males,From 45 to 54 years,Latvia,2009,245
1990 and after,Number,Males,From 45 to 54 years,Latvia,2006,221
1990 and after,Number,Males,From 45 to 54 years,Malta,2009,108
1990 and after,Number,Males,From 45 to 54 years,Malta,2006,0
1990 and after,Number,Males,From 45 to 54 years,Netherlands,2009,9600
1990 and after,Number,Males,From 45 to 54 years,Netherlands,2006,6000
1990 and after,Number,Males,From 45 to 54 years,Portugal,2009,0
1990 and after,Number,Males,From 45 to 54 years,Portugal,2006,2115
1990 and after,Number,Males,From 45 to 54 years,Slovenia,2009,926
1990 and after,Number,Males,From 45 to 54 years,Slovenia,2006,0
1990 and after,Number,Males,From 45 to 54 years,United States,2009,65900
1990 and after,Number,Males,From 45 to 54 years,United States,2006,47200
1990 and after,Number,Males,From 55 to 64 years,Austria,2009,0
1990 and after,Number,Males,From 55 to 64 years,Austria,2006,398
1990 and after,Number,Males,From 55 to 64 years,Belgium,2009,125
1990 and after,Number,Males,From 55 to 64 years,Belgium,2006,0
1990 and after,Number,Males,From 55 to 64 years,Bulgaria,2009,0
1990 and after,Number,Males,From 55 to 64 years,Bulgaria,2006,966
1990 and after,Number,Males,From 55 to 64 years,Switzerland,2009,0
1990 and after,Number,Males,From 55 to 64 years,Switzerland,2006,0
1990 and after,Number,Males,From 55 to 64 years,Cyprus,2009,0
1990 and after,Number,Males,From 55 to 64 years,Cyprus,2006,72
1990 and after,Number,Males,From 55 to 64 years,Germany (until 1990 former territory of the FRG),2009,7680
1990 and after,Number,Males,From 55 to 64 years,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Number,Males,From 55 to 64 years,Denmark,2009,367
1990 and after,Number,Males,From 55 to 64 years,Denmark,2006,0
1990 and after,Number,Males,From 55 to 64 years,Estonia,2009,0
1990 and after,Number,Males,From 55 to 64 years,Estonia,2006,83
1990 and after,Number,Males,From 55 to 64 years,Spain,2009,4851
1990 and after,Number,Males,From 55 to 64 years,Spain,2006,3400
1990 and after,Number,Males,From 55 to 64 years,Finland,2009,1412
1990 and after,Number,Males,From 55 to 64 years,Finland,2006,3108
1990 and after,Number,Males,From 55 to 64 years,Italy,2009,0
1990 and after,Number,Males,From 55 to 64 years,Italy,2006,30
1990 and after,Number,Males,From 55 to 64 years,Lithuania,2009,546
1990 and after,Number,Males,From 55 to 64 years,Lithuania,2006,281
1990 and after,Number,Males,From 55 to 64 years,Latvia,2009,215
1990 and after,Number,Males,From 55 to 64 years,Latvia,2006,142
1990 and after,Number,Males,From 55 to 64 years,Malta,2009,38
1990 and after,Number,Males,From 55 to 64 years,Malta,2006,0
1990 and after,Number,Males,From 55 to 64 years,Netherlands,2009,2700
1990 and after,Number,Males,From 55 to 64 years,Netherlands,2006,2000
1990 and after,Number,Males,From 55 to 64 years,Portugal,2009,0
1990 and after,Number,Males,From 55 to 64 years,Portugal,2006,768
1990 and after,Number,Males,From 55 to 64 years,Slovenia,2009,412
1990 and after,Number,Males,From 55 to 64 years,Slovenia,2006,0
1990 and after,Number,Males,From 55 to 64 years,United States,2009,12200
1990 and after,Number,Males,From 55 to 64 years,United States,2006,8100
1990 and after,Number,Males,From 65 to 69 years,Austria,2009,0
1990 and after,Number,Males,From 65 to 69 years,Austria,2006,67
1990 and after,Number,Males,From 65 to 69 years,Belgium,2009,17d
1990 and after,Number,Males,From 65 to 69 years,Belgium,2006,0
1990 and after,Number,Males,From 65 to 69 years,Bulgaria,2009,0
1990 and after,Number,Males,From 65 to 69 years,Bulgaria,2006,157
1990 and after,Number,Males,From 65 to 69 years,Switzerland,2009,0
1990 and after,Number,Males,From 65 to 69 years,Switzerland,2006,0
1990 and after,Number,Males,From 65 to 69 years,Cyprus,2009,0
1990 and after,Number,Males,From 65 to 69 years,Cyprus,2006,16
1990 and after,Number,Males,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2009,1240
1990 and after,Number,Males,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Number,Males,From 65 to 69 years,Denmark,2009,20
1990 and after,Number,Males,From 65 to 69 years,Denmark,2006,0
1990 and after,Number,Males,From 65 to 69 years,Estonia,2009,0
1990 and after,Number,Males,From 65 to 69 years,Estonia,2006,22
1990 and after,Number,Males,From 65 to 69 years,Spain,2009,731
1990 and after,Number,Males,From 65 to 69 years,Spain,2006,434
1990 and after,Number,Males,From 65 to 69 years,Finland,2009,192
1990 and after,Number,Males,From 65 to 69 years,Finland,2006,982
1990 and after,Number,Males,From 65 to 69 years,Italy,2009,0
1990 and after,Number,Males,From 65 to 69 years,Italy,2006,0
1990 and after,Number,Males,From 65 to 69 years,Lithuania,2009,207
1990 and after,Number,Males,From 65 to 69 years,Lithuania,2006,72
1990 and after,Number,Males,From 65 to 69 years,Latvia,2009,113
1990 and after,Number,Males,From 65 to 69 years,Latvia,2006,71
1990 and after,Number,Males,From 65 to 69 years,Malta,2009,13
1990 and after,Number,Males,From 65 to 69 years,Malta,2006,0
1990 and after,Number,Males,From 65 to 69 years,Netherlands,2009,400
1990 and after,Number,Males,From 65 to 69 years,Netherlands,2006,0
1990 and after,Number,Males,From 65 to 69 years,Portugal,2009,0
1990 and after,Number,Males,From 65 to 69 years,Portugal,2006,116
1990 and after,Number,Males,From 65 to 69 years,Slovenia,2009,99u
1990 and after,Number,Males,From 65 to 69 years,Slovenia,2006,0
1990 and after,Number,Males,From 65 to 69 years,United States,2009,1100
1990 and after,Number,Males,From 65 to 69 years,United States,2006,600
1990 and after,Number,Males,55 years or over,Austria,2009,0
1990 and after,Number,Males,55 years or over,Austria,2006,465
1990 and after,Number,Males,55 years or over,Belgium,2009,142
1990 and after,Number,Males,55 years or over,Belgium,2006,0
1990 and after,Number,Males,55 years or over,Bulgaria,2009,0
1990 and after,Number,Males,55 years or over,Bulgaria,2006,1123
1990 and after,Number,Males,55 years or over,Cyprus,2009,0
1990 and after,Number,Males,55 years or over,Cyprus,2006,88
1990 and after,Number,Males,55 years or over,Germany (until 1990 former territory of the FRG),2009,8920
1990 and after,Number,Males,55 years or over,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Number,Males,55 years or over,Denmark,2009,492
1990 and after,Number,Males,55 years or over,Denmark,2006,667
1990 and after,Number,Males,55 years or over,Estonia,2009,0
1990 and after,Number,Males,55 years or over,Estonia,2006,105
1990 and after,Number,Males,55 years or over,Spain,2009,5582
1990 and after,Number,Males,55 years or over,Spain,2006,3834
1990 and after,Number,Males,55 years or over,Finland,2009,1604
1990 and after,Number,Males,55 years or over,Finland,2006,4090
1990 and after,Number,Males,55 years or over,Italy,2009,0
1990 and after,Number,Males,55 years or over,Italy,2006,30
1990 and after,Number,Males,55 years or over,Lithuania,2009,0
1990 and after,Number,Males,55 years or over,Lithuania,2006,353
1990 and after,Number,Males,55 years or over,Latvia,2009,328
1990 and after,Number,Males,55 years or over,Latvia,2006,213
1990 and after,Number,Males,55 years or over,Netherlands,2009,3100
1990 and after,Number,Males,55 years or over,Netherlands,2006,2000
1990 and after,Number,Males,55 years or over,Portugal,2009,0
1990 and after,Number,Males,55 years or over,Portugal,2006,884
1990 and after,Number,Males,55 years or over,United States,2009,13300
1990 and after,Number,Males,55 years or over,United States,2006,8700
1990 and after,Number,Males,Less than 35 years,Austria,2009,0
1990 and after,Number,Males,Less than 35 years,Austria,2006,4246
1990 and after,Number,Males,Less than 35 years,Belgium,2009,852
1990 and after,Number,Males,Less than 35 years,Belgium,2006,0
1990 and after,Number,Males,Less than 35 years,Bulgaria,2009,0
1990 and after,Number,Males,Less than 35 years,Bulgaria,2006,341
1990 and after,Number,Males,Less than 35 years,Switzerland,2009,14768
